year,month,day,statefips,State,case_rate,new_case_rate
2020,6,13,55,WI,430,9.89
2020,6,13,56,WY,181,2.74
2020,6,14,1,AL,522,14.9
2020,6,14,2,AK,100,2.85
2020,6,14,4,AZ,494,17.7
2020,6,14,5,AR,414,14.6
2020,6,14,6,CA,387,7.58
2020,6,14,8,CO,506,2.8
2020,6,14,9,CT,1265,4.49
2020,6,14,10,DE,1054,4.72
2020,6,14,11,DC,1384,8.81
2020,6,14,12,FL,352,7.74
2020,6,14,13,GA,517,7.4
2020,6,14,15,HI,50.6,0.535
2020,6,14,16,ID,191,2.08
2020,6,14,17,IL,1055,6.37
2020,6,14,18,IN,608,5.46
2020,6,14,19,IA,759,9.8
2020,6,14,20,KS,386,3.42
2020,6,14,21,KY,283,4.03
2020,6,14,22,LA,1005,11.7
2020,6,14,23,ME,208,2.37
2020,6,14,24,MD,1031,8.83
2020,6,14,25,MA,1532,4.49
2020,6,14,26,MI,663,2.33
2020,6,14,27,MN,541,6.6
2020,6,14,28,MS,656,10.8
2020,6,14,29,MO,267,3.26
2020,6,14,30,MT,56.2,0.749
2020,6,14,31,NE,865,8.13
2020,6,14,32,NV,364,7.08
2020,6,14,33,NH,391,2.89
2020,6,14,34,NJ,1879,4.37
2020,6,14,35,NM,464,5.33
2020,6,14,36,NY,1995,3.83
2020,6,14,37,NC,421,11.6
2020,6,14,38,ND,405,4.11
2020,6,14,39,OH,352,3.27
2020,6,14,40,OK,208,3.9
2020,6,14,41,OR,134,2.83
2020,6,14,42,PA,651,3.68
2020,6,14,44,RI,1505,6.82
2020,6,14,45,SC,365,12.5
2020,6,14,46,SD,667,7.43
2020,6,14,47,TN,442,7.03
2020,6,14,48,TX,309,6.7
2020,6,14,49,UT,446,9.93
2020,6,14,50,VT,181,1.47
2020,6,14,51,VA,638,6.39
2020,6,14,53,WA,356,3.89
2020,6,14,54,WV,128,1.16
2020,6,14,55,WI,435,9.96
2020,6,14,56,WY,183,2.79
2020,6,15,1,AL,536,15.6
2020,6,15,2,AK,101,2.56
2020,6,15,4,AZ,508,18.1
2020,6,15,5,AR,428,15
2020,6,15,6,CA,394,7.73
2020,6,15,8,CO,509,2.77
2020,6,15,9,CT,1269,4.58
2020,6,15,10,DE,1062,5.4
2020,6,15,11,DC,1388,8.3
2020,6,15,12,FL,360,8.26
2020,6,15,13,GA,523,7.41
2020,6,15,15,HI,51.1,0.605
2020,6,15,16,ID,194,2.2
2020,6,15,17,IL,1059,5.3
2020,6,15,18,IN,615,6.09
2020,6,15,19,IA,764,9.05
2020,6,15,20,KS,395,3.88
2020,6,15,21,KY,288,3.72
2020,6,15,22,LA,1017,12.7
2020,6,15,23,ME,209,2.36
2020,6,15,24,MD,1036,8.58
2020,6,15,25,MA,1533,4.28
2020,6,15,26,MI,664,1.99
2020,6,15,27,MN,545,6.3
2020,6,15,28,MS,665,9.75
2020,6,15,29,MO,272,3.61
2020,6,15,30,MT,57,0.815
2020,6,15,31,NE,872,8.18
2020,6,15,32,NV,367,6.96
2020,6,15,33,NH,393,2.79
2020,6,15,34,NJ,1881,4.19
2020,6,15,35,NM,470,5.33
2020,6,15,36,NY,1998,3.77
2020,6,15,37,NC,432,11.8
2020,6,15,38,ND,407,4.14
2020,6,15,39,OH,356,3.35
2020,6,15,40,OK,213,4.37
2020,6,15,41,OR,138,3.06
2020,6,15,42,PA,654,3.63
2020,6,15,44,RI,1519,6.08
2020,6,15,45,SC,376,12.7
2020,6,15,46,SD,670,7.38
2020,6,15,47,TN,453,7.8
2020,6,15,48,TX,316,7.09
2020,6,15,49,UT,460,10.6
2020,6,15,50,VT,181,1.26
2020,6,15,51,VA,642,6.08
2020,6,15,53,WA,362,3.72
2020,6,15,54,WV,130,1.28
2020,6,15,55,WI,438,9.98
2020,6,15,56,WY,186,2.94
2020,6,16,1,AL,549,16
2020,6,16,2,AK,103,2.56
2020,6,16,4,AZ,540,21.4
2020,6,16,5,AR,437,14.7
2020,6,16,6,CA,403,7.91
2020,6,16,8,CO,511,2.71
2020,6,16,9,CT,1272,4.69
2020,6,16,10,DE,1068,5.62
2020,6,16,11,DC,1391,6.96
2020,6,16,12,FL,373,9.38
2020,6,16,13,GA,530,7.44
2020,6,16,15,HI,51.4,0.585
2020,6,16,16,ID,198,2.53
2020,6,16,17,IL,1064,5.12
2020,6,16,18,IN,621,5.93
2020,6,16,19,IA,769,9.02
2020,6,16,20,KS,397,3.84
2020,6,16,21,KY,289,3.22
2020,6,16,22,LA,1029,12.6
2020,6,16,23,ME,210,2.26
2020,6,16,24,MD,1042,8.18
2020,6,16,25,MA,1536,4.14
2020,6,16,26,MI,666,1.83
2020,6,16,27,MN,548,6.03
2020,6,16,28,MS,677,9.81
2020,6,16,29,MO,276,3.57
2020,6,16,30,MT,57.4,0.802
2020,6,16,31,NE,880,8.44
2020,6,16,32,NV,379,7.55
2020,6,16,33,NH,394,2.44
2020,6,16,34,NJ,1885,4.23
2020,6,16,35,NM,474,5.64
2020,6,16,36,NY,2001,3.72
2020,6,16,37,NC,440,11.9
2020,6,16,38,ND,410,4.18
2020,6,16,39,OH,359,3.48
2020,6,16,40,OK,218,4.62
2020,6,16,41,OR,145,3.67
2020,6,16,42,PA,657,3.47
2020,6,16,44,RI,1526,6.38
2020,6,16,45,SC,388,13.2
2020,6,16,46,SD,674,7.15
2020,6,16,47,TN,463,7.86
2020,6,16,48,TX,331,8.23
2020,6,16,49,UT,470,10.9
2020,6,16,50,VT,181,1.05
2020,6,16,51,VA,648,6
2020,6,16,53,WA,367,4.04
2020,6,16,54,WV,131,1.29
2020,6,16,55,WI,444,10
2020,6,16,56,WY,188,2.94
2020,6,17,1,AL,557,15.5
2020,6,17,2,AK,106,2.62
2020,6,17,4,AZ,565,21.9
2020,6,17,5,AR,451,15.3
2020,6,17,6,CA,413,8.4
2020,6,17,8,CO,515,2.91
2020,6,17,9,CT,1274,4.34
2020,6,17,10,DE,1073,5.69
2020,6,17,11,DC,1395,6.27
2020,6,17,12,FL,385,10.2
2020,6,17,13,GA,539,7.74
2020,6,17,15,HI,51.7,0.595
2020,6,17,16,ID,203,2.97
2020,6,17,17,IL,1069,5.1
2020,6,17,18,IN,624,5.81
2020,6,17,19,IA,780,8.53
2020,6,17,20,KS,405,4.27
2020,6,17,21,KY,295,3.71
2020,6,17,22,LA,1049,14.1
2020,6,17,23,ME,211,2.11
2020,6,17,24,MD,1051,8.15
2020,6,17,25,MA,1540,4.13
2020,6,17,26,MI,668,1.88
2020,6,17,27,MN,555,6.15
2020,6,17,28,MS,694,10.4
2020,6,17,29,MO,279,3.47
2020,6,17,30,MT,58.9,0.922
2020,6,17,31,NE,891,8.87
2020,6,17,32,NV,385,7.59
2020,6,17,33,NH,400,2.71
2020,6,17,34,NJ,1888,3.79
2020,6,17,35,NM,480,5.55
2020,6,17,36,NY,2004,3.65
2020,6,17,37,NC,449,12
2020,6,17,38,ND,416,4.24
2020,6,17,39,OH,363,3.48
2020,6,17,40,OK,225,5.14
2020,6,17,41,OR,148,3.85
2020,6,17,42,PA,659,3.32
2020,6,17,44,RI,1530,6.16
2020,6,17,45,SC,399,13.3
2020,6,17,46,SD,684,7.2
2020,6,17,47,TN,470,7.81
2020,6,17,48,TX,343,8.72
2020,6,17,49,UT,482,11.1
2020,6,17,50,VT,181,0.801
2020,6,17,51,VA,653,6.01
2020,6,17,53,WA,371,4.37
2020,6,17,54,WV,133,1.46
2020,6,17,55,WI,449,5.09
2020,6,17,56,WY,192,3.31
2020,6,18,1,AL,575,15.6
2020,6,18,2,AK,109,2.52
2020,6,18,4,AZ,601,24
2020,6,18,5,AR,462,14.7
2020,6,18,6,CA,423,8.47
2020,6,18,8,CO,519,3.11
2020,6,18,9,CT,1275,3.92
2020,6,18,10,DE,1078,5.77
2020,6,18,11,DC,1403,6.36
2020,6,18,12,FL,400,11.2
2020,6,18,13,GA,547,7.68
2020,6,18,15,HI,53,0.706
2020,6,18,16,ID,210,3.53
2020,6,18,17,IL,1074,4.9
2020,6,18,18,IN,631,5.87
2020,6,18,19,IA,791,8.4
2020,6,18,20,KS,408,4.42
2020,6,18,21,KY,300,4.04
2020,6,18,22,LA,1065,15.1
2020,6,18,23,ME,214,2.24
2020,6,18,24,MD,1056,7.13
2020,6,18,25,MA,1544,3.64
2020,6,18,26,MI,671,1.94
2020,6,18,27,MN,562,5.98
2020,6,18,28,MS,706,12.2
2020,6,18,29,MO,285,3.64
2020,6,18,30,MT,61.3,1.23
2020,6,18,31,NE,900,8.12
2020,6,18,32,NV,395,7.88
2020,6,18,33,NH,401,2.53
2020,6,18,34,NJ,1893,3.68
2020,6,18,35,NM,484,5.35
2020,6,18,36,NY,2008,3.57
2020,6,18,37,NC,462,11.8
2020,6,18,38,ND,420,4.05
2020,6,18,39,OH,369,3.81
2020,6,18,40,OK,236,6.24
2020,6,18,41,OR,152,3.85
2020,6,18,42,PA,662,3.16
2020,6,18,44,RI,1536,5.49
2020,6,18,45,SC,419,14.2
2020,6,18,46,SD,691,7.17
2020,6,18,47,TN,477,8.03
2020,6,18,48,TX,354,9.31
2020,6,18,49,UT,500,11.8
2020,6,18,50,VT,182,0.572
2020,6,18,51,VA,658,6
2020,6,18,53,WA,376,4.67
2020,6,18,54,WV,135,1.6
2020,6,18,55,WI,457,5.4
2020,6,18,56,WY,198,3.33
2020,6,19,1,AL,591,15.4
2020,6,19,2,AK,112,2.6
2020,6,19,4,AZ,645,27
2020,6,19,5,AR,485,14.6
2020,6,19,6,CA,432,8.52
2020,6,19,8,CO,524,3.39
2020,6,19,9,CT,1278,3.48
2020,6,19,10,DE,1090,6.43
2020,6,19,11,DC,1410,6.03
2020,6,19,12,FL,418,12.5
2020,6,19,13,GA,557,7.96
2020,6,19,15,HI,54.9,0.837
2020,6,19,16,ID,217,4.13
2020,6,19,17,IL,1080,4.99
2020,6,19,18,IN,636,5.7
2020,6,19,19,IA,806,8.92
2020,6,19,20,KS,418,4.98
2020,6,19,21,KY,305,4.08
2020,6,19,22,LA,1046,10.8
2020,6,19,23,ME,217,2.04
2020,6,19,24,MD,1061,6.82
2020,6,19,25,MA,1547,3.3
2020,6,19,26,MI,674,2.03
2020,6,19,27,MN,569,5.67
2020,6,19,28,MS,706,9.27
2020,6,19,29,MO,290,3.88
2020,6,19,30,MT,62.3,1.24
2020,6,19,31,NE,909,7.96
2020,6,19,32,NV,407,8.45
2020,6,19,33,NH,403,2.47
2020,6,19,34,NJ,1897,3.75
2020,6,19,35,NM,489,5
2020,6,19,36,NY,2012,3.55
2020,6,19,37,NC,477,11.6
2020,6,19,38,ND,424,3.99
2020,6,19,39,OH,374,4.04
2020,6,19,40,OK,245,6.71
2020,6,19,41,OR,156,4.08
2020,6,19,42,PA,666,3.02
2020,6,19,44,RI,1542,5.26
2020,6,19,45,SC,440,15.2
2020,6,19,46,SD,696,6.72
2020,6,19,47,TN,492,9.17
2020,6,19,48,TX,370,10.5
2020,6,19,49,UT,517,12.9
2020,6,19,50,VT,183,0.572
2020,6,19,51,VA,665,5.99
2020,6,19,53,WA,381,4.63
2020,6,19,54,WV,138,1.75
2020,6,19,55,WI,462,5.35
2020,6,19,56,WY,203,3.6
2020,6,20,1,AL,603,14.4
2020,6,20,2,AK,116,2.4
2020,6,20,4,AZ,690,30.3
2020,6,20,5,AR,502,14.4
2020,6,20,6,CA,443,8.83
2020,6,20,8,CO,527,3.3
2020,6,20,9,CT,1282,2.89
2020,6,20,10,DE,1097,6.63
2020,6,20,11,DC,1415,5.57
2020,6,20,12,FL,437,13.5
2020,6,20,13,GA,571,8.73
2020,6,20,15,HI,55.9,0.807
2020,6,20,16,ID,224,4.85
2020,6,20,17,IL,1085,4.98
2020,6,20,18,IN,641,5.52
2020,6,20,19,IA,810,7.97
2020,6,20,20,KS,419,5.02
2020,6,20,21,KY,309,3.82
2020,6,20,22,LA,1065,9.53
2020,6,20,23,ME,219,1.92
2020,6,20,24,MD,1068,6.21
2020,6,20,25,MA,1551,3.19
2020,6,20,26,MI,678,2.43
2020,6,20,27,MN,576,5.82
2020,6,20,28,MS,706,8.04
2020,6,20,29,MO,296,4.25
2020,6,20,30,MT,65.3,1.47
2020,6,20,31,NE,915,7.92
2020,6,20,32,NV,421,9.21
2020,6,20,33,NH,406,2.3
2020,6,20,34,NJ,1901,3.59
2020,6,20,35,NM,497,5.51
2020,6,20,36,NY,2015,3.4
2020,6,20,37,NC,492,11.9
2020,6,20,38,ND,427,3.67
2020,6,20,39,OH,379,4.17
2020,6,20,40,OK,254,7.09
2020,6,20,41,OR,158,3.86
2020,6,20,42,PA,669,3
2020,6,20,44,RI,1542,5.26
2020,6,20,45,SC,462,16.2
2020,6,20,46,SD,704,6.33
2020,6,20,47,TN,501,9.64
2020,6,20,48,TX,385,11.6
2020,6,20,49,UT,536,13.9
2020,6,20,50,VT,184,0.504
2020,6,20,51,VA,672,5.97
2020,6,20,53,WA,387,4.78
2020,6,20,54,WV,139,1.8
2020,6,20,55,WI,469,5.61
2020,6,20,56,WY,204,3.18
2020,6,21,1,AL,612,12.8
2020,6,21,2,AK,117,2.44
2020,6,21,4,AZ,724,32.8
2020,6,21,5,AR,516,14.5
2020,6,21,6,CA,453,9.35
2020,6,21,8,CO,530,3.5
2020,6,21,9,CT,1283,2.67
2020,6,21,10,DE,1107,7.5
2020,6,21,11,DC,1420,5.12
2020,6,21,12,FL,453,14.4
2020,6,21,13,GA,579,8.91
2020,6,21,15,HI,56.6,0.868
2020,6,21,16,ID,225,4.89
2020,6,21,17,IL,1090,5
2020,6,21,18,IN,646,5.51
2020,6,21,19,IA,825,9.33
2020,6,21,20,KS,421,4.96
2020,6,21,21,KY,312,4.05
2020,6,21,22,LA,1073,9.7
2020,6,21,23,ME,220,1.74
2020,6,21,24,MD,1074,6.08
2020,6,21,25,MA,1553,3.02
2020,6,21,26,MI,680,2.33
2020,6,21,27,MN,584,6.21
2020,6,21,28,MS,706,7.23
2020,6,21,29,MO,302,5.05
2020,6,21,30,MT,67.1,1.55
2020,6,21,31,NE,921,7.94
2020,6,21,32,NV,430,9.45
2020,6,21,33,NH,408,2.37
2020,6,21,34,NJ,1904,3.64
2020,6,21,35,NM,504,5.74
2020,6,21,36,NY,2019,3.38
2020,6,21,37,NC,504,11.8
2020,6,21,38,ND,432,3.96
2020,6,21,39,OH,383,4.47
2020,6,21,40,OK,266,8.25
2020,6,21,41,OR,165,4.41
2020,6,21,42,PA,672,3.04
2020,6,21,44,RI,1542,5.26
2020,6,21,45,SC,480,16.4
2020,6,21,46,SD,712,6.44
2020,6,21,47,TN,508,9.51
2020,6,21,48,TX,396,12.5
2020,6,21,49,UT,548,14.5
2020,6,21,50,VT,186,0.733
2020,6,21,51,VA,679,5.83
2020,6,21,53,WA,391,4.99
2020,6,21,54,WV,142,2.02
2020,6,21,55,WI,474,5.62
2020,6,21,56,WY,207,3.38
2020,6,22,1,AL,621,12.2
2020,6,22,2,AK,119,2.56
2020,6,22,4,AZ,752,34.9
2020,6,22,5,AR,533,15
2020,6,22,6,CA,467,10.5
2020,6,22,8,CO,533,3.49
2020,6,22,9,CT,1284,2.19
2020,6,22,10,DE,1111,7.04
2020,6,22,11,DC,1425,5.24
2020,6,22,12,FL,467,15.2
2020,6,22,13,GA,591,9.69
2020,6,22,15,HI,56.8,0.807
2020,6,22,16,ID,239,6.36
2020,6,22,17,IL,1094,4.92
2020,6,22,18,IN,649,4.85
2020,6,22,19,IA,831,9.54
2020,6,22,20,KS,432,5.2
2020,6,22,21,KY,315,3.87
2020,6,22,22,LA,1083,9.43
2020,6,22,23,ME,221,1.71
2020,6,22,24,MD,1078,6.02
2020,6,22,25,MA,1555,3.15
2020,6,22,26,MI,682,2.63
2020,6,22,27,MN,590,6.42
2020,6,22,28,MS,749,11.9
2020,6,22,29,MO,305,4.7
2020,6,22,30,MT,68.7,1.67
2020,6,22,31,NE,928,8.1
2020,6,22,32,NV,441,10.5
2020,6,22,33,NH,409,2.24
2020,6,22,34,NJ,1907,3.72
2020,6,22,35,NM,510,5.78
2020,6,22,36,NY,2022,3.33
2020,6,22,37,NC,513,11.7
2020,6,22,38,ND,436,4.03
2020,6,22,39,OH,390,4.84
2020,6,22,40,OK,271,8.36
2020,6,22,41,OR,169,4.35
2020,6,22,42,PA,677,3.32
2020,6,22,44,RI,1554,4.94
2020,6,22,45,SC,499,17.5
2020,6,22,46,SD,715,6.43
2020,6,22,47,TN,516,9.02
2020,6,22,48,TX,413,13.8
2020,6,22,49,UT,563,14.6
2020,6,22,50,VT,186,0.756
2020,6,22,51,VA,684,5.98
2020,6,22,53,WA,400,5.38
2020,6,22,54,WV,143,1.98
2020,6,22,55,WI,478,5.69
2020,6,22,56,WY,213,3.73
2020,6,23,1,AL,634,12.2
2020,6,23,2,AK,124,3.01
2020,6,23,4,AZ,802,37.5
2020,6,23,5,AR,553,16.5
2020,6,23,6,CA,483,11.5
2020,6,23,8,CO,536,3.6
2020,6,23,9,CT,1287,2.2
2020,6,23,10,DE,1114,6.51
2020,6,23,11,DC,1430,5.59
2020,6,23,12,FL,482,15.6
2020,6,23,13,GA,608,11.1
2020,6,23,15,HI,57,0.797
2020,6,23,16,ID,247,6.95
2020,6,23,17,IL,1099,4.98
2020,6,23,18,IN,653,4.64
2020,6,23,19,IA,839,9.99
2020,6,23,20,KS,435,5.34
2020,6,23,21,KY,321,4.55
2020,6,23,22,LA,1112,12
2020,6,23,23,ME,223,1.86
2020,6,23,24,MD,1085,6.14
2020,6,23,25,MA,1559,3.22
2020,6,23,26,MI,685,2.73
2020,6,23,27,MN,594,6.56
2020,6,23,28,MS,769,13.2
2020,6,23,29,MO,312,5.16
2020,6,23,30,MT,69.5,1.72
2020,6,23,31,NE,935,7.83
2020,6,23,32,NV,456,11.1
2020,6,23,33,NH,410,2.17
2020,6,23,34,NJ,1911,3.71
2020,6,23,35,NM,517,6.17
2020,6,23,36,NY,2025,3.31
2020,6,23,37,NC,523,11.9
2020,6,23,38,ND,436,3.73
2020,6,23,39,OH,395,5.03
2020,6,23,40,OK,279,8.6
2020,6,23,41,OR,173,4.08
2020,6,23,42,PA,682,3.58
2020,6,23,44,RI,1561,4.98
2020,6,23,45,SC,517,18.4
2020,6,23,46,SD,718,6.25
2020,6,23,47,TN,527,9.19
2020,6,23,48,TX,430,14.2
2020,6,23,49,UT,576,15
2020,6,23,50,VT,187,0.778
2020,6,23,51,VA,690,6.12
2020,6,23,53,WA,404,5.31
2020,6,23,54,WV,145,2.01
2020,6,23,55,WI,484,5.79
2020,6,23,56,WY,217,4.07
2020,6,24,1,AL,654,13.8
2020,6,24,2,AK,127,2.93
2020,6,24,4,AZ,827,37.4
2020,6,24,5,AR,576,17.8
2020,6,24,6,CA,496,11.8
2020,6,24,8,CO,541,3.67
2020,6,24,9,CT,1288,1.94
2020,6,24,10,DE,1118,6.53
2020,6,24,11,DC,1435,5.69
2020,6,24,12,FL,508,17.5
2020,6,24,13,GA,624,12.2
2020,6,24,15,HI,58,0.898
2020,6,24,16,ID,260,8.12
2020,6,24,17,IL,1105,5.2
2020,6,24,18,IN,657,4.72
2020,6,24,19,IA,853,10.3
2020,6,24,20,KS,450,6.42
2020,6,24,21,KY,325,4.26
2020,6,24,22,LA,1131,11.8
2020,6,24,23,ME,224,1.92
2020,6,24,24,MD,1091,5.6
2020,6,24,25,MA,1561,3.03
2020,6,24,26,MI,688,2.89
2020,6,24,27,MN,599,6.26
2020,6,24,28,MS,787,13.4
2020,6,24,29,MO,317,5.42
2020,6,24,30,MT,71.7,1.82
2020,6,24,31,NE,942,7.34
2020,6,24,32,NV,469,12.1
2020,6,24,33,NH,412,1.7
2020,6,24,34,NJ,1913,3.52
2020,6,24,35,NM,524,6.3
2020,6,24,36,NY,2028,3.32
2020,6,24,37,NC,536,12.4
2020,6,24,38,ND,442,3.75
2020,6,24,39,OH,400,5.3
2020,6,24,40,OK,291,9.41
2020,6,24,41,OR,177,4.16
2020,6,24,42,PA,686,3.78
2020,6,24,44,RI,1568,5.3
2020,6,24,45,SC,542,20.4
2020,6,24,46,SD,726,5.96
2020,6,24,47,TN,539,9.85
2020,6,24,48,TX,453,15.7
2020,6,24,49,UT,590,15.4
2020,6,24,50,VT,190,1.24
2020,6,24,51,VA,696,6.24
2020,6,24,53,WA,412,5.87
2020,6,24,54,WV,147,2.02
2020,6,24,55,WI,492,6.1
2020,6,24,56,WY,222,4.15
2020,6,25,1,AL,677,14.6
2020,6,25,2,AK,133,3.44
2020,6,25,4,AZ,870,38.4
2020,6,25,5,AR,599,19.6
2020,6,25,6,CA,510,12.4
2020,6,25,8,CO,546,3.91
2020,6,25,9,CT,1290,2.22
2020,6,25,10,DE,1128,7.06
2020,6,25,11,DC,1439,5.18
2020,6,25,12,FL,531,18.7
2020,6,25,13,GA,639,13.1
2020,6,25,15,HI,59,0.868
2020,6,25,16,ID,272,8.99
2020,6,25,17,IL,1112,5.47
2020,6,25,18,IN,665,4.88
2020,6,25,19,IA,868,11
2020,6,25,20,KS,453,6.48
2020,6,25,21,KY,331,4.48
2020,6,25,22,LA,1151,12.4
2020,6,25,23,ME,228,2.04
2020,6,25,24,MD,1098,6.04
2020,6,25,25,MA,1565,2.93
2020,6,25,26,MI,693,3.12
2020,6,25,27,MN,606,6.21
2020,6,25,28,MS,824,16.8
2020,6,25,29,MO,327,6.02
2020,6,25,30,MT,75.1,1.98
2020,6,25,31,NE,948,6.88
2020,6,25,32,NV,484,12.7
2020,6,25,33,NH,415,1.98
2020,6,25,34,NJ,1915,3.13
2020,6,25,35,NM,534,7.08
2020,6,25,36,NY,2031,3.4
2020,6,25,37,NC,549,12.4
2020,6,25,38,ND,446,3.81
2020,6,25,39,OH,408,5.54
2020,6,25,40,OK,302,9.36
2020,6,25,41,OR,180,4.12
2020,6,25,42,PA,689,3.85
2020,6,25,44,RI,1571,5
2020,6,25,45,SC,564,20.7
2020,6,25,46,SD,732,5.97
2020,6,25,47,TN,552,10.6
2020,6,25,48,TX,472,16.8
2020,6,25,49,UT,610,15.7
2020,6,25,50,VT,191,1.28
2020,6,25,51,VA,701,6.19
2020,6,25,53,WA,420,6.26
2020,6,25,54,WV,150,2.19
2020,6,25,55,WI,502,6.36
2020,6,25,56,WY,229,4.49
2020,6,26,1,AL,697,15.1
2020,6,26,2,AK,137,3.52
2020,6,26,4,AZ,916,38.8
2020,6,26,5,AR,621,19.5
2020,6,26,6,CA,524,13.1
2020,6,26,8,CO,552,3.99
2020,6,26,9,CT,1292,2.01
2020,6,26,10,DE,1131,5.96
2020,6,26,11,DC,1443,4.72
2020,6,26,12,FL,572,22.1
2020,6,26,13,GA,655,14
2020,6,26,15,HI,60,0.737
2020,6,26,16,ID,288,10.2
2020,6,26,17,IL,1119,5.52
2020,6,26,18,IN,672,5.24
2020,6,26,19,IA,882,10.9
2020,6,26,20,KS,471,7.65
2020,6,26,21,KY,336,4.49
2020,6,26,22,LA,1181,19.2
2020,6,26,23,ME,231,2.01
2020,6,26,24,MD,1103,6.04
2020,6,26,25,MA,1568,2.94
2020,6,26,26,MI,696,3.11
2020,6,26,27,MN,614,6.56
2020,6,26,28,MS,842,19.4
2020,6,26,29,MO,335,6.49
2020,6,26,30,MT,77.6,2.18
2020,6,26,31,NE,958,6.89
2020,6,26,32,NV,499,13.1
2020,6,26,33,NH,417,1.94
2020,6,26,34,NJ,1919,3.12
2020,6,26,35,NM,544,7.82
2020,6,26,36,NY,2035,3.41
2020,6,26,37,NC,565,12.6
2020,6,26,38,ND,450,3.71
2020,6,26,39,OH,416,6
2020,6,26,40,OK,312,9.52
2020,6,26,41,OR,190,4.8
2020,6,26,42,PA,695,4.09
2020,6,26,44,RI,1573,4.37
2020,6,26,45,SC,589,21.4
2020,6,26,46,SD,739,6.09
2020,6,26,47,TN,568,10.9
2020,6,26,48,TX,492,17.4
2020,6,26,49,UT,631,16.2
2020,6,26,50,VT,192,1.24
2020,6,26,51,VA,709,6.3
2020,6,26,53,WA,427,6.46
2020,6,26,54,WV,152,2.08
2020,6,26,55,WI,510,6.88
2020,6,26,56,WY,236,4.81
2020,6,27,1,AL,716,16.1
2020,6,27,2,AK,140,3.55
2020,6,27,4,AZ,964,39.2
2020,6,27,5,AR,640,19.7
2020,6,27,6,CA,535,13.2
2020,6,27,8,CO,556,4.15
2020,6,27,9,CT,1296,1.97
2020,6,27,10,DE,1139,6.01
2020,6,27,11,DC,1448,4.7
2020,6,27,12,FL,617,25.8
2020,6,27,13,GA,669,14
2020,6,27,15,HI,60.5,0.656
2020,6,27,16,ID,298,10.5
2020,6,27,17,IL,1125,5.64
2020,6,27,18,IN,679,5.46
2020,6,27,19,IA,894,12
2020,6,27,20,KS,473,7.6
2020,6,27,21,KY,343,4.91
2020,6,27,22,LA,1181,16.5
2020,6,27,23,ME,235,2.3
2020,6,27,24,MD,1109,5.83
2020,6,27,25,MA,1573,3.12
2020,6,27,26,MI,699,2.98
2020,6,27,27,MN,622,6.51
2020,6,27,28,MS,858,21.6
2020,6,27,29,MO,341,6.41
2020,6,27,30,MT,79.7,2.06
2020,6,27,31,NE,971,7.89
2020,6,27,32,NV,532,15.9
2020,6,27,33,NH,420,2.09
2020,6,27,34,NJ,1922,3.04
2020,6,27,35,NM,554,8.1
2020,6,27,36,NY,2039,3.4
2020,6,27,37,NC,579,12.4
2020,6,27,38,ND,455,3.94
2020,6,27,39,OH,423,6.35
2020,6,27,40,OK,319,9.4
2020,6,27,41,OR,192,4.84
2020,6,27,42,PA,698,4.15
2020,6,27,44,RI,1573,4.37
2020,6,27,45,SC,620,22.6
2020,6,27,46,SD,749,6.48
2020,6,27,47,TN,583,11.7
2020,6,27,48,TX,513,18.3
2020,6,27,49,UT,647,15.9
2020,6,27,50,VT,192,1.21
2020,6,27,51,VA,717,6.35
2020,6,27,53,WA,434,6.69
2020,6,27,54,WV,155,2.24
2020,6,27,55,WI,519,7.17
2020,6,27,56,WY,241,5.26
2020,6,28,1,AL,723,15.8
2020,6,28,2,AK,145,3.93
2020,6,28,4,AZ,1016,41.8
2020,6,28,5,AR,657,20.2
2020,6,28,6,CA,549,13.8
2020,6,28,8,CO,561,4.38
2020,6,28,9,CT,1299,2.2
2020,6,28,10,DE,1153,6.62
2020,6,28,11,DC,1452,4.62
2020,6,28,12,FL,657,29.1
2020,6,28,13,GA,686,15.2
2020,6,28,15,HI,62.4,0.817
2020,6,28,16,ID,310,12.1
2020,6,28,17,IL,1129,5.6
2020,6,28,18,IN,684,5.46
2020,6,28,19,IA,904,11.3
2020,6,28,20,KS,481,8.62
2020,6,28,21,KY,346,4.99
2020,6,28,22,LA,1212,19.8
2020,6,28,23,ME,237,2.49
2020,6,28,24,MD,1114,5.81
2020,6,28,25,MA,1577,3.33
2020,6,28,26,MI,701,3.1
2020,6,28,27,MN,631,6.67
2020,6,28,28,MS,870,23.4
2020,6,28,29,MO,346,6.29
2020,6,28,30,MT,80.7,1.95
2020,6,28,31,NE,977,8.05
2020,6,28,32,NV,558,18.3
2020,6,28,33,NH,423,2.13
2020,6,28,34,NJ,1926,3.05
2020,6,28,35,NM,563,8.48
2020,6,28,36,NY,2042,3.37
2020,6,28,37,NC,593,12.7
2020,6,28,38,ND,460,3.94
2020,6,28,39,OH,430,6.72
2020,6,28,40,OK,327,8.77
2020,6,28,41,OR,198,4.75
2020,6,28,42,PA,701,4.2
2020,6,28,44,RI,1573,4.37
2020,6,28,45,SC,647,23.9
2020,6,28,46,SD,755,6.2
2020,6,28,47,TN,585,10.9
2020,6,28,48,TX,527,18.7
2020,6,28,49,UT,660,16
2020,6,28,50,VT,193,0.984
2020,6,28,51,VA,722,6.24
2020,6,28,53,WA,438,6.65
2020,6,28,54,WV,158,2.3
2020,6,28,55,WI,528,7.65
